"suburb","postcode","state","lat","lng"
"Hawkins Creek","4850","QLD","-18.57273","146.11168"
"Hawkwood","4626","QLD","-25.86747","150.85484"
"Hawthorne","4171","QLD","-27.46479","153.0596"
"Hay Point","4740","QLD","-21.29825","149.27096"
"Hazeldean","4515","QLD","-27.02958","152.53848"
"Hazledean","4741","QLD","-21.35469","148.90182"
"Headington Hill","4361","QLD","-27.90901","152.0372"
"Healy","4825","QLD","-20.74743","139.50069"
"Heathwood","4110","QLD","-27.6385","152.98613"
"Heatley","4814","QLD","-19.29251","146.75395"
"Hebel","4486","QLD","-28.88135","147.38697"
"Helens Hill","4850","QLD","-18.78918","146.12885"
"Helensvale","4212","QLD","-27.90732","153.34511"
"Helidon","4344","QLD","-27.52712","152.12968"
"Helidon Spa","4344","QLD","-27.54376","152.08951"
"Hemmant","4174","QLD","-27.44546","153.12756"
"Hendon","4362","QLD","-28.07488","151.96168"
"Hendra","4011","QLD","-27.41745","153.07007"
"Herberton","4887","QLD","-17.38996","145.38375"
"Heritage Park","4118","QLD","-27.68258","153.06218"
"Hermit Park","4812","QLD","-19.2837","146.80515"
"Herston","4006","QLD","-27.4494","153.02253"
"Hervey Range","4817","QLD","-19.45849","146.46747"
"Hibernia","4723","QLD","-23.0917","147.89971"
"Hidden Valley","4703","QLD","-23.16856","150.72009"
"Hideaway Bay","4800","QLD","-20.07988","148.48235"
"Highbury","4892","QLD","-16.32234","142.88883"
"Highfields","4352","QLD","-27.46673","151.95008"
"Highgate Hill","4101","QLD","-27.48754","153.01737"
"Highgrove","4352","QLD","-27.11508","151.77858"
"Highland Park","4211","QLD","-28.01455","153.3323"
"Highland Plains","4454","QLD","-25.86709","148.76284"
"Highland Plains","4401","QLD","-27.26329","151.75987"
"Highvale","4520","QLD","-27.37352","152.81044"
"Highworth","4560","QLD","-26.61766","152.93546"
"Hillcrest","4118","QLD","-27.66906","153.02716"
"Hillview","4285","QLD","-28.22977","153.0224"
"Hinchinbrook","4849","QLD","-18.31459","146.21462"
"Hirstglen","4359","QLD","-27.83866","152.09617"
"Hivesville","4612","QLD","-26.17328","151.68818"
"Hobartville","4724","QLD","-23.33523","146.37005"
"Hodgleigh","4610","QLD","-26.60573","151.92532"
"Hodgson","4455","QLD","-26.56019","148.63077"
"Hodgson Vale","4352","QLD","-27.67291","151.94737"
"Holland Park","4121","QLD","-27.51925","153.0691"
"Holland Park West","4121","QLD","-27.52662","153.06085"
"Holloways Beach","4878","QLD","-16.84078","145.72991"
"Hollywell","4216","QLD","-27.8958","153.39673"
"Holmview","4207","QLD","-27.71229","153.17049"
"Holroyd River","4892","QLD","-14.20765","142.4806"
"Home Creek","4725","QLD","-23.96597","145.23565"
"Home Hill","4806","QLD","-19.65952","147.41381"
"Homebush","4740","QLD","-21.2708","149.05177"
"Homestead","4820","QLD","-20.36371","145.65812"
"Hookswood","4415","QLD","-26.53017","150.33121"
"Hope Island","4212","QLD","-27.86752","153.35731"
"Hope Vale","4895","QLD","-15.13687","145.21783"
"Hopeland","4413","QLD","-26.88396","150.6655"
"Horn","4875","QLD","-10.60644","142.2813"
"Horse Camp","4671","QLD","-25.07115","151.87822"
"Horse Creek","4714","QLD","-23.66917","150.3846"
"Horseshoe Bay","4819","QLD","-19.1236","146.85112"
"Horseshoe Lagoon","4809","QLD","-19.56511","147.13486"
"Horton","4660","QLD","-25.22829","152.33224"
"Howard","4659","QLD","-25.33841","152.54666"
"Howitt","4890","QLD","-17.09922","141.66886"
"Hoya","4310","QLD","-27.97431","152.68211"
"Hudson","4860","QLD","-17.52483","145.99885"
"Hughenden","4821","QLD","-20.85498","144.19002"
"Hull Heads","4854","QLD","-17.9795","146.05752"
"Humboldt","4702","QLD","-24.29072","148.92616"
"Humeburn","4490","QLD","-27.3936","145.20429"
"Humphery","4625","QLD","-25.60145","151.45768"
"Hunchy","4555","QLD","-26.68003","152.91163"
"Hungerford","4493","QLD","-28.71004","144.31407"
"Hurricane","4871","QLD","-16.52091","144.60409"
"Hutton Creek","4454","QLD","-25.67267","148.40431"
"Hyde Park","4812","QLD","-19.27918","146.79793"
"Iama Island","4875","QLD","-9.90101","142.77427"
"Ibis","4726","QLD","-23.0715","145.05595"
"Idalia","4811","QLD","-19.30573","146.81306"
"Ideraway","4625","QLD","-25.56926","151.6132"
"Ilbilbie","4738","QLD","-21.70823","149.34352"
"Ilfracombe","4727","QLD","-23.58765","144.39029"
"Ilkley","4554","QLD","-26.73157","152.99664"
"Illinbah","4275","QLD","-28.12851","153.15257"
"Image Flat","4560","QLD","-26.60002","152.93673"
"Imbil","4570","QLD","-26.50321","152.64083"
"Inala","4077","QLD","-27.59093","152.97263"
"Indooroopilly","4068","QLD","-27.5062","152.98204"
"Ingberry","4725","QLD","-23.23783","145.48789"
"Ingham","4850","QLD","-18.6535","146.15491"
"Inglestone","4422","QLD","-27.61502","149.80237"
"Inglewood","4387","QLD","-28.39208","151.07729"
"Ingoldsby","4343","QLD","-27.73697","152.26679"
"Injinoo","4876","QLD","-11.02989","142.26389"
"Injune","4454","QLD","-25.85917","148.5537"
"Inkerman","4806","QLD","-19.71428","147.49096"
"Innes Park","4670","QLD","-24.86697","152.46634"
"Innisfail","4860","QLD","-17.5229","146.02584"
"Innisfail Estate","4860","QLD","-17.51516","146.04519"
"Innisplain","4285","QLD","-28.17862","152.90559"
"Innot Hot Springs","4872","QLD","-17.79458","145.27999"
"Inskip","4581","QLD","-25.84724","153.05954"
"Inverlaw","4610","QLD","-26.58667","151.7606"
"Inverness","4703","QLD","-23.11607","150.7258"
"Ipswich","4305","QLD","-27.62336","152.76001"
"Iredale","4344","QLD","-27.5796","152.10657"
"Iron Range","4892","QLD","-12.68433","143.31861"
"Ironbark","4306","QLD","-27.55548","152.67337"
"Irongate","4356","QLD","-27.63682","151.51506"
"Ironpot","4701","QLD","-23.26871","150.60313"
"Ironpot","4610","QLD","-26.60661","151.43523"
"Irvinebank","4887","QLD","-17.44601","145.10396"
"Irvingdale","4404","QLD","-27.16248","151.45694"
"Isis Central","4660","QLD","-25.18773","152.17552"
"Isis River","4660","QLD","-25.26484","152.38989"
"Isisford","4731","QLD","-24.59271","144.11608"
"Isla","4719","QLD","-25.14645","150.0287"
"Island Plantation","4650","QLD","-25.49695","152.72547"
"Iveragh","4680","QLD","-24.11376","151.3707"
"Ivory Creek","4313","QLD","-27.05968","152.31393"
"Jackson","4426","QLD","-26.64312","149.62523"
"Jackson North","4426","QLD","-26.46789","149.6617"
"Jackson South","4426","QLD","-26.72796","149.56418"
"Jacobs Well","4208","QLD","-27.78313","153.36387"
"Jaffa","4855","QLD","-17.78406","145.99429"
"Jaggan","4885","QLD","-17.40636","145.57422"
"Jamboree Heights","4074","QLD","-27.55638","152.9342"
"Jandowae","4410","QLD","-26.727","151.17513"
"Japoonvale","4856","QLD","-17.72689","145.90974"
"Jardine","4702","QLD","-23.05578","150.40388"
"Jardine River","4874","QLD","-11.25736","142.70779"
"Jarra Creek","4854","QLD","-17.93476","145.88191"
"Jarvisfield","4807","QLD","-19.57631","147.48897"
"Jeebropilly","4340","QLD","-27.64914","152.65291"
"Jellinbah","4702","QLD","-23.26406","149.03691"
"Jensen","4818","QLD","-19.25363","146.63926"
"Jericho","4728","QLD","-23.57812","146.12569"
"Jerona","4809","QLD","-19.45744","147.22188"
"Jimboomba","4280","QLD","-27.83896","153.00573"
"Jimbour East","4406","QLD","-26.92886","151.28914"
"Jimbour West","4406","QLD","-26.87497","151.09263"
"Jimna","4515","QLD","-26.70144","152.53993"
"Jindalee","4074","QLD","-27.5356","152.93889"
"Jinghi","4410","QLD","-26.64462","151.10703"
"Jobs Gate","4490","QLD","-28.7604","146.74088"
"Johnsons Hill","4714","QLD","-23.62508","150.41415"
"Johnstown","4615","QLD","-26.42008","152.09207"
"Jollys Lookout","4520","QLD","-27.41037","152.834"
"Jondaryan","4403","QLD","-27.38397","151.58169"
"Jones Gully","4355","QLD","-27.17796","152.00418"
"Jones Hill","4570","QLD","-26.2371","152.66162"
"Josephville","4285","QLD","-28.03345","152.90179"
"Joskeleigh","4702","QLD","-23.3797","150.78043"
"Joyner","4500","QLD","-27.27408","152.94361"
"Jubilee Heights","4860","QLD","-17.47458","146.03906"
"Jubilee Pocket","4802","QLD","-20.28698","148.72978"
"Julago","4816","QLD","-19.37154","146.88294"
"Julatten","4871","QLD","-16.57723","145.35904"
"Julia Creek","4823","QLD","-20.64022","141.63755"
"Junabee","4370","QLD","-28.25001","152.14619"
"Junction View","4343","QLD","-27.81098","152.18303"
"Jundah","4736","QLD","-25.07415","143.16714"
"Kaban","4888","QLD","-17.50683","145.38345"
"Kabra","4702","QLD","-23.50428","150.39702"
"Kagaru","4285","QLD","-27.85852","152.90978"
"Kaimkillenbun","4406","QLD","-27.0391","151.41799"
"Kairabah","4207","QLD","-27.83016","153.12885"
"Kairi","4872","QLD","-17.21446","145.5454"
"Kalapa","4702","QLD","-23.45103","150.20104"
"Kalbar","4309","QLD","-27.9387","152.6111"
"Kalinga","4030","QLD","-27.40949","153.04856"
"Kalkadoon","4825","QLD","-20.67181","139.48756"
"Kalkie","4670","QLD","-24.84619","152.38498"
"Kallangur","4503","QLD","-27.24937","152.9964"
"Kalpowar","4630","QLD","-24.69433","151.35961"
"Kalunga","4887","QLD","-17.43788","145.36806"
"Kamerunga","4870","QLD","-16.87977","145.68593"
"Kandanga","4570","QLD","-26.39197","152.69634"
"Kandanga Creek","4570","QLD","-26.4008","152.62722"
"Kangaroo Point","4169","QLD","-27.47496","153.03513"
"Kanigan","4570","QLD","-25.93914","152.58726"
"Kanimbla","4870","QLD","-16.92065","145.7221"
"Kapaldo","4630","QLD","-25.06554","151.14148"
"Karalee","4306","QLD","-27.55867","152.82137"
"Karana Downs","4306","QLD","-27.5427","152.82262"
"Karara","4352","QLD","-28.18721","151.57076"
"Karawatha","4117","QLD","-27.63327","153.08258"
"Karrabin","4306","QLD","-27.59605","152.70543"
"Karragarra Island","4184","QLD","-27.63893","153.37339"
"Karron","4871","QLD","-17.56996","141.79794"
"Karumba","4891","QLD","-17.4788","140.87307"
"Kawana","4701","QLD","-23.33904","150.50486"
"Kawl Kawl","4612","QLD","-26.18589","151.72413"
"Kawungan","4655","QLD","-25.30795","152.84673"
"Kearneys Spring","4350","QLD","-27.60375","151.94068"
"Kedron","4031","QLD","-27.40444","153.03049"
"Kelsey Creek","4800","QLD","-20.43513","148.51411"
"Kelso","4815","QLD","-19.3886","146.71785"
"Kelvin Grove","4059","QLD","-27.45021","153.01147"
"Kelvinhaugh","4401","QLD","-27.3938","151.76061"
"Kemmis","4742","QLD","-21.60691","148.34615"
"Kenilworth","4574","QLD","-26.63112","152.65982"
"Kenmore","4069","QLD","-27.51559","152.93849"
"Kenmore Hills","4069","QLD","-27.49406","152.92749"
"Kennedy","4816","QLD","-18.19187","145.95005"
"Kensington","4670","QLD","-24.9114","152.31146"
"Kensington Grove","4341","QLD","-27.53236","152.47285"
"Kents Lagoon","4309","QLD","-27.89871","152.62321"
"Kents Pocket","4310","QLD","-27.98777","152.6564"
"Kentville","4341","QLD","-27.4754","152.42174"
"Keperra","4054","QLD","-27.41297","152.95239"
"Kepnock","4670","QLD","-24.87498","152.37458"
"Keppel Sands","4702","QLD","-23.3365","150.77873"
"Keriri Island","4875","QLD","-10.54806","142.2058"
"Kerry","4285","QLD","-28.1101","153.04323"
"Kewarra Beach","4879","QLD","-16.78909","145.67772"
"Keysland","4612","QLD","-26.21975","151.73666"
"Kholo","4306","QLD","-27.52005","152.78444"
"Khosh Bulduk","4723","QLD","-22.99958","148.0274"
"Kia Ora","4570","QLD","-26.01347","152.76545"
"Kiamba","4560","QLD","-26.5741","152.90239"
"Kianga","4718","QLD","-24.69356","150.01001"
"Kidaman Creek","4574","QLD","-26.64705","152.76909"
"Kiels Mountain","4559","QLD","-26.65791","153.00746"
"Kilbirnie","4354","QLD","-27.23253","151.82402"
"Kilcoy","4515","QLD","-26.94171","152.56248"
"Kilcummin","4721","QLD","-22.3393","147.58869"
"Kilkivan","4600","QLD","-26.07809","152.23607"
"Killaloe","4877","QLD","-16.49163","145.42801"
"Killarney","4373","QLD","-28.34852","152.29973"
"Kilmorey Falls","4465","QLD","-26.10094","148.21632"
"Kimberley","4873","QLD","-16.26909","145.45449"
"Kin Kin","4571","QLD","-26.25721","152.86361"
"Kin Kora","4680","QLD","-23.87865","151.24669"
"Kinbombi","4601","QLD","-26.20995","152.17008"
"Kinchant Dam","4741","QLD","-21.21408","148.89029"
"Kincora","4356","QLD","-27.80584","151.53528"
"Kindon","4390","QLD","-28.09116","150.85272"
"King Scrub","4521","QLD","-27.16812","152.82338"
"Kingaham","4515","QLD","-26.55046","152.37321"
"Kingaroy","4610","QLD","-26.52536","151.83197"
"Kings Beach","4551","QLD","-26.80221","153.14391"
"Kings Creek","4361","QLD","-27.89913","151.90579"
"Kings Siding","4400","QLD","-27.45214","151.79135"
"Kingsholme","4208","QLD","-27.82825","153.23722"
"Kingsthorpe","4400","QLD","-27.48954","151.79684"
"Kingston","4114","QLD","-27.66245","153.11351"
"Kinka Beach","4703","QLD","-23.22333","150.78757"
"Kinkuna","4670","QLD","-25.02497","152.44994"
"Kinleymore","4613","QLD","-26.17732","151.65444"
"Kinnoul","4420","QLD","-25.67729","149.52185"
"Kioma","4498","QLD","-28.19913","149.76369"
"Kippa-Ring","4021","QLD","-27.225","153.0824"
"Kirknie","4806","QLD","-19.86729","147.31755"
"Kirkwood","4680","QLD","-23.90412","151.23127"
"Kirrama","4872","QLD","-18.18175","145.56434"
"Kirwan","4817","QLD","-19.30338","146.72495"
"Kitoba","4605","QLD","-26.06128","151.85797"
"Kleinton","4352","QLD","-27.41821","151.95363"
"Knapp Creek","4285","QLD","-28.12704","152.80648"
"Koah","4881","QLD","-16.90148","145.55813"
"Kobble Creek","4520","QLD","-27.26651","152.80187"
"Kogan","4406","QLD","-27.08162","150.79345"
"Kokotungo","4702","QLD","-24.12668","149.96563"
"Kolonga","4671","QLD","-24.77601","151.70924"
"Koombooloomba","4872","QLD","-17.82667","145.54995"
"Koongal","4701","QLD","-23.36884","150.54957"
"Kooralbyn","4285","QLD","-28.07248","152.82096"
"Kooralgin","4402","QLD","-26.93011","151.93287"
"Kooringal","4025","QLD","-27.35018","153.42115"
"Kooroomool","4854","QLD","-17.94604","145.66528"
"Kooroongarra","4357","QLD","-28.09234","151.28605"
"Koumala","4738","QLD","-21.62262","149.24096"
"Kowanyama","4892","QLD","-15.27737","141.80916"
"Kowguran","4415","QLD","-26.50676","150.12254"
"Kragra","4413","QLD","-26.11747","150.7905"
"Kulangoor","4560","QLD","-26.58839","152.95337"
"Kulgun","4309","QLD","-27.93043","152.68247"
"Kullogum","4660","QLD","-25.34197","152.27047"
"Kulpi","4352","QLD","-27.18076","151.69328"
"Kuluin","4558","QLD","-26.65754","153.05568"
"Kumbarilla","4405","QLD","-27.2659","150.89237"
"Kumbia","4610","QLD","-26.69076","151.64893"
"Kunda Park","4556","QLD","-26.66133","153.03602"
"Kunioon","4615","QLD","-26.66825","151.8985"
"Kunwarara","4702","QLD","-22.85","150.11019"
"Kuraby","4112","QLD","-27.60495","153.09201"
"Kuranda","4881","QLD","-16.83137","145.60493"
"Kureelpa","4560","QLD","-26.60834","152.88744"
"Kureen","4885","QLD","-17.33553","145.58784"
"Kuridala","4824","QLD","-21.10221","140.3493"
"Kurrimine Beach","4871","QLD","-17.752","146.10436"
"Kurrowah","4352","QLD","-27.71996","151.19105"
"Kurumbul","4388","QLD","-28.57817","150.47431"
"Kurwongbah","4503","QLD","-27.22552","152.91941"
"Kuttabul","4741","QLD","-21.02381","148.90805"
"Kybong","4570","QLD","-26.28685","152.71284"
"Kynuna","4823","QLD","-21.38015","142.06401"
"Kyoomba","4380","QLD","-28.69492","151.98262"
"Labrador","4215","QLD","-27.94561","153.39713"
"Laceys Creek","4521","QLD","-27.2319","152.73982"
"Laglan","4721","QLD","-22.38306","146.40034"
"Lagoon Pocket","4570","QLD","-26.27669","152.6839"
"Laguna Quays","4800","QLD","-20.62344","148.66478"
"Laidley","4341","QLD","-27.63963","152.4119"
"Laidley Creek West","4341","QLD","-27.67102","152.35549"
"Laidley Heights","4341","QLD","-27.62962","152.36373"
"Laidley North","4341","QLD","-27.60936","152.40445"
"Laidley South","4341","QLD","-27.67343","152.38884"
"Lake Barrine","4884","QLD","-17.2451","145.64659"
"Lake Borumba","4570","QLD","-26.52343","152.52082"
"Lake Clarendon","4343","QLD","-27.51725","152.35567"
"Lake Eacham","4884","QLD","-17.30062","145.64642"
"Lake Macdonald","4563","QLD","-26.38978","152.9373"
"Lake Manchester","4306","QLD","-27.43713","152.75764"
"Lake Mary","4703","QLD","-23.11533","150.62356"
"Lake Monduran","4671","QLD","-24.80545","151.77606"
"Lake Proserpine","4800","QLD","-20.38795","148.3321"
"Lake Tinaroo","4872","QLD","-17.19651","145.58549"
"Lake Wivenhoe","4312","QLD","-27.2451","152.54732"
"Lakefield","4892","QLD","-14.79101","144.2234"
"Lakeland","4871","QLD","-15.89507","144.79511"
"Lakes Creek","4701","QLD","-23.38617","150.56872"
"Lakeside","4621","QLD","-25.57017","152.10967"
"Lamb Island","4184","QLD","-27.62388","153.38145"
"Lamb Range","4870","QLD","-17.04631","145.68993"
"Lamington","4285","QLD","-28.26805","153.02455"
"Lammermoor","4703","QLD","-23.16347","150.76755"
"Landers Shoot","4555","QLD","-26.71461","152.92922"
"Landsborough","4550","QLD","-26.81067","152.98595"
"Lanefield","4340","QLD","-27.65821","152.55146"
"Langlands","4410","QLD","-26.69404","150.98935"
"Langlo","4470","QLD","-26.00328","145.70201"
"Langshaw","4570","QLD","-26.29984","152.58752"
"Lannercost","4850","QLD","-18.6132","145.97226"
"Lansdowne","4478","QLD","-25.12165","146.15181"
"Lanskey","4825","QLD","-20.68641","139.49495"
"Larapinta","4110","QLD","-27.64064","153.00965"
"Laravale","4285","QLD","-28.08988","152.93303"
"Lark Hill","4306","QLD","-27.52464","152.59298"
"Laura","4892","QLD","-15.44832","144.1577"
"Lavelle","4357","QLD","-28.00263","151.28267"
"Lawes","4345","QLD","-27.55217","152.33551"
"Lawgi Dawes","4716","QLD","-24.59421","150.78663"
"Lawn Hill","4825","QLD","-18.62952","138.60972"
"Lawnton","4501","QLD","-27.28249","152.98241"
"Leafdale","4606","QLD","-26.23678","151.77177"
"Lefthand Branch","4343","QLD","-27.79004","152.26249"
"Leichhardt","4305","QLD","-27.62298","152.73367"
"Lemontree","4357","QLD","-27.7897","151.30029"
"Leslie","4370","QLD","-28.17236","151.91664"
"Leslie Dam","4370","QLD","-28.25118","151.89598"
"Lethebrook","4800","QLD","-20.54463","148.64787"
"Leyburn","4365","QLD","-28.01719","151.59753"
"Leydens Hill","4714","QLD","-23.6099","150.40893"
"Lilydale","4344","QLD","-27.61078","152.14072"
"Lilyvale","4723","QLD","-23.14481","148.44063"
"Lilyvale","4352","QLD","-27.43103","151.87555"
"Limestone","4714","QLD","-23.65993","150.43762"
"Limestone Creek","4701","QLD","-23.28727","150.56768"
"Limestone Ridges","4305","QLD","-27.83382","152.72485"
"Limevale","4384","QLD","-28.74063","151.17557"
"Linden","4490","QLD","-27.90048","146.38493"
"Linthorpe","4356","QLD","-27.61931","151.66687"
"Linville","4306","QLD","-26.80989","152.26587"
"Little Mountain","4551","QLD","-26.78575","153.09288"
"Little Mulgrave","4865","QLD","-17.13044","145.72419"
"Lizard","4892","QLD","-14.69866","145.37595"
"Llanarth","4820","QLD","-21.32673","146.4618"
"Loch Lomond","4370","QLD","-28.33058","152.19347"
"Lochington","4722","QLD","-23.95698","147.41717"
"Lockhart River","4892","QLD","-13.02341","143.30406"
"Lockrose","4342","QLD","-27.48767","152.46465"
"Lockyer","4344","QLD","-27.50644","152.06947"
"Lockyer Waters","4311","QLD","-27.45281","152.40304"
"Logan Central","4114","QLD","-27.64478","153.1066"
"Logan Reserve","4133","QLD","-27.71685","153.10676"
"Logan Village","4207","QLD","-27.78929","153.11538"
"Loganholme","4129","QLD","-27.68301","153.18598"
"Loganlea","4131","QLD","-27.67557","153.13383"
"Lonesome Creek","4719","QLD","-24.90548","150.11279"
"Long Flat","4570","QLD","-26.26673","152.66032"
"Long Pocket","4850","QLD","-18.51821","145.97952"
"Longreach","4730","QLD","-23.45505","144.22792"
"Lota","4179","QLD","-27.4688","153.18537"
"Lotus Creek","4705","QLD","-22.27175","149.10974"
"Low Isles","4873","QLD","-16.38606","145.56773"
"Lower Beechmont","4211","QLD","-28.04752","153.23745"
"Lower Cowley","4871","QLD","-17.69504","146.07595"
"Lower Cressbrook","4313","QLD","-27.0818","152.47562"
"Lower Daintree","4873","QLD","-16.28539","145.3875"
"Lower Mount Walker","4340","QLD","-27.71881","152.52859"
"Lower Tenthill","4343","QLD","-27.60409","152.23885"
"Lower Tully","4854","QLD","-17.98167","146.01394"
"Lower Wonga","4570","QLD","-26.11021","152.44817"
"Lowesby","4702","QLD","-24.33847","148.68592"
"Lowestoff","4723","QLD","-22.83516","148.08602"
"Lowmead","4676","QLD","-24.62416","151.69944"
"Lowood","4311","QLD","-27.4685","152.57029"
"Lucinda","4850","QLD","-18.53471","146.30926"
"Lumeah","4478","QLD","-25.26656","145.63664"
"Lumholtz","4849","QLD","-18.28964","145.89885"
"Lundavra","4390","QLD","-28.09621","150.0248"
"Luscombe","4207","QLD","-27.78782","153.20022"
"Lutwyche","4030","QLD","-27.42038","153.03124"
"Lynam","4818","QLD","-19.2453","146.46432"
"Lyndhurst","4871","QLD","-19.25804","144.35477"
"Lyndside","4892","QLD","-16.91532","143.63245"
"Lyons","4124","QLD","-27.77411","152.85976"
"Lyra","4382","QLD","-28.83137","151.86454"
"Lytton","4178","QLD","-27.42156","153.15287"
"Ma Ma Creek","4347","QLD","-27.63232","152.18214"
"Maadi","4855","QLD","-17.83173","145.99247"
"Maalan","4886","QLD","-17.60656","145.59295"
"Maaroom","4650","QLD","-25.58907","152.86496"
"Mabuiag Island","4875","QLD","-9.95765","142.18276"
"Macalister","4406","QLD","-27.03509","151.06985"
"Macalister Range","4871","QLD","-16.7792","145.65264"
"Macfarlane","4478","QLD","-24.87835","146.0167"
"Macgregor","4109","QLD","-27.5625","153.07623"
"Machans Beach","4878","QLD","-16.85757","145.74673"
"Machine Creek","4695","QLD","-23.83177","150.9336"
"Mackay","4740","QLD","-21.14322","149.18259"
"Mackay Harbour","4740","QLD","-21.11646","149.21562"
"Mackenzie","4156","QLD","-27.53956","153.129"
"Mackenzie","4702","QLD","-23.13057","149.38502"
"Mackenzie River","4705","QLD","-23.13599","148.91812"
"Macknade","4850","QLD","-18.54299","146.2455"
"Maclagan","4352","QLD","-27.05539","151.67816"
"Macleay Island","4184","QLD","-27.60518","153.36114"
"Magnolia","4650","QLD","-25.66285","152.68986"
"Maidenhead","4385","QLD","-29.11577","151.40079"
"Maidenwell","4615","QLD","-26.83774","151.78335"
"Main Beach","4217","QLD","-27.96108","153.42388"
"Majors Creek","4816","QLD","-19.64304","147.0028"
"Malanda","4885","QLD","-17.37338","145.58603"
"Malarga","4620","QLD","-25.79398","152.11835"
"Maleny","4552","QLD","-26.7558","152.85271"
"Malling","4352","QLD","-27.06063","151.60074"
"Malmoe","4627","QLD","-25.48295","151.18752"
"Malpas-Trenton","4816","QLD","-19.97016","142.16615"
"Malu","4403","QLD","-27.32064","151.58428"
"Mamu","4871","QLD","-17.65963","145.82335"
"Manapouri","4361","QLD","-27.85535","151.99792"
"Mandalay","4802","QLD","-20.26912","148.73946"
"Maneroo","4730","QLD","-23.52436","143.69208"
"Mango Hill","4509","QLD","-27.24108","153.04774"
"Manly","4179","QLD","-27.45406","153.18497"
"Manly West","4179","QLD","-27.46546","153.16522"
"Mannuem","4610","QLD","-26.62758","151.58558"
"Manoora","4870","QLD","-16.91729","145.73669"
"Mansfield","4122","QLD","-27.53289","153.10637"
"Mantuan Downs","4722","QLD","-24.54592","146.96549"
"Manumbar","4601","QLD","-26.37082","152.29218"
"Manunda","4870","QLD","-16.91744","145.74949"
"Manyung","4605","QLD","-26.20418","152.01084"
"Mapleton","4560","QLD","-26.6296","152.85975"
"Mapoon","4874","QLD","-11.84769","142.14262"
"Maramie","4892","QLD","-16.02059","142.35446"
"Marburg","4346","QLD","-27.56311","152.5901"
"Marcoola","4564","QLD","-26.59422","153.0778"
"Marcus Beach","4573","QLD","-26.44856","153.09301"
"Mareeba","4880","QLD","-17.04547","145.5037"
"Margate","4019","QLD","-27.24292","153.10323"
"Maria Creeks","4855","QLD","-17.82236","146.03523"
"Marian","4753","QLD","-21.16516","148.94875"
"Marlborough","4705","QLD","-22.78757","149.81134"
"Marmadua","4405","QLD","-27.46579","150.68466"
"Marmor","4702","QLD","-23.70184","150.74786"
"Marodian","4570","QLD","-25.84341","152.29495"
"Maroochy River","4561","QLD","-26.57594","153.02226"
"Maroochydore","4558","QLD","-26.6552","153.07946"
"Maroon","4310","QLD","-28.19198","152.68967"
"Maroondan","4671","QLD","-24.96512","152.00936"
"Marsden","4132","QLD","-27.67336","153.09877"
"Marshlands","4611","QLD","-26.15093","151.7521"
"Martyville","4858","QLD","-17.6135","146.03805"
"Maryborough","4650","QLD","-25.52538","152.69701"
"Maryborough West","4650","QLD","-25.50142","152.6618"
"Marys Creek","4570","QLD","-26.24627","152.58419"
"Maryvale","4703","QLD","-22.98357","150.62473"
"Maryvale","4370","QLD","-28.06908","152.27423"
"Masig Island","4875","QLD","-9.75279","143.41085"
"Massie","4370","QLD","-28.13296","151.93018"
"Maudsland","4210","QLD","-27.94091","153.28173"
"Maxwelton","4822","QLD","-20.86678","142.60618"
"May Downs","4746","QLD","-22.6069","148.94252"
"McCutcheon","4856","QLD","-17.72223","146.05896"
"McDesme","4807","QLD","-19.61975","147.3985"
"McDowall","4053","QLD","-27.3821","152.99194"
"McEwens Beach","4740","QLD","-21.23449","149.18817"
"McIlwraith","4671","QLD","-25.00221","152.0006"
"McIntosh Creek","4570","QLD","-26.26052","152.64091"
"McKinlay","4823","QLD","-21.42311","141.25507"
"Meadowbrook","4131","QLD","-27.66563","153.14355"
"Meadowvale","4670","QLD","-24.82012","152.24823"
"Meandarra","4422","QLD","-27.30546","149.86447"
"Meikleville Hill","4703","QLD","-23.11489","150.74574"
"Melawondi","4570","QLD","-26.41735","152.66125"
"Meldale","4510","QLD","-27.02843","153.06863"
"Melrose","4613","QLD","-26.27864","151.60367"
"Memerambi","4610","QLD","-26.45863","151.81261"
"Mena Creek","4871","QLD","-17.67131","145.92314"
"Mentmore","4798","QLD","-20.7581","148.74443"
"Menzies","4825","QLD","-20.71762","139.49734"
"Mer Island","4875","QLD","-9.91696","144.05153"
"Meridan Plains","4551","QLD","-26.75844","153.08"
"Meringandan","4352","QLD","-27.40266","151.92695"
"Meringandan West","4352","QLD","-27.41724","151.88637"
"Merlwood","4605","QLD","-26.1544","151.8788"
"Mermaid Beach","4218","QLD","-28.04829","153.43699"
"Mermaid Waters","4218","QLD","-28.05227","153.42223"
"Merrimac","4226","QLD","-28.04986","153.37318"
"Merritts Creek","4352","QLD","-27.35495","152.02917"
"Merryburn","4854","QLD","-17.91443","145.97647"
"Merryvale","4340","QLD","-27.79719","152.48402"
"Mexico","4728","QLD","-23.91337","146.16915"
"Mia Mia","4754","QLD","-21.22292","148.829"
"Miallo","4873","QLD","-16.40431","145.36952"
"Miami","4220","QLD","-28.06904","153.43606"
"Miara","4673","QLD","-24.67621","152.15855"
"Mica Creek","4825","QLD","-20.76333","139.49365"
"Middle Park","4074","QLD","-27.55632","152.92144"
"Middle Ridge","4350","QLD","-27.60817","151.96945"
"Middlebrook","4886","QLD","-17.56296","145.64032"
"Middlemount","4746","QLD","-22.85469","148.66815"
